#Nsample
#ln(Lhood)
#O1 : x (arcsec)
#O1 : y (arcsec)
#O1 : emass
#O1 : theta (deg)
#O1 : rc (arcsec)
#O1 : sigma (km/s)
#O2 : emass
#O2 : theta (deg)
#O2 : rc (arcsec)
#O2 : sigma (km/s)
#O2 : rcut (arcsec)
#Pot0 rcut (arcsec)
#Pot0 sigma (km/s)
#Chi2
1 7.505964 0.359922 0.641262 0.224688 79.957625 3.853355 474.902910 0.049124 19.148106 0.304446 163.791096 34.053988 3.242308 102.020538 5.510539
1 6.997887 1.111222 0.349124 0.449330 81.303188 7.040551 493.377174 0.052685 127.390782 0.302436 245.875172 31.777648 4.089562 187.797717 6.526694
1 4.643598 -1.344830 1.271754 0.672303 75.925217 10.752763 539.542435 0.076399 82.417450 0.167346 248.538082 31.277229 5.417975 146.971976 11.235272
1 8.548118 0.728630 0.259438 0.684546 77.385982 10.469008 544.576693 0.079279 97.812687 0.225158 266.723097 8.775811 2.029774 188.991080 3.426232
1 8.350493 0.955747 0.255855 0.668881 85.931595 9.692235 555.424224 0.004845 91.800680 0.222253 234.240161 52.877810 7.128489 220.952552 3.821481
1 7.423964 0.467543 0.969074 0.208167 83.860590 3.717234 469.976873 0.056657 31.621713 0.220117 159.252693 19.758406 3.337333 113.102921 5.674540
1 7.834034 0.466569 1.622112 0.294204 73.161174 5.869511 504.473664 0.043797 85.664946 0.264162 209.550187 70.820167 2.451661 77.977995 4.854400
1 8.709934 1.138814 0.430358 0.720875 80.681536 10.966330 534.241705 0.078627 110.131388 0.246956 271.406940 10.463262 2.154375 199.563211 3.102599
1 8.144265 -0.322659 -2.522409 0.687101 79.034929 12.395682 550.881580 0.071805 52.086589 0.311690 276.023234 19.354539 1.564629 168.370680 4.233937
1 5.614716 1.039014 1.888321 0.323186 85.467546 4.875957 491.218410 0.028008 158.160595 0.052865 200.672617 9.105162 1.173867 112.784571 9.293036
2 7.762293 0.372572 0.642328 0.222671 79.953789 3.806095 474.288038 0.048811 19.029260 0.303235 163.445147 33.747719 3.238690 102.254571 4.997881
2 5.656145 1.025045 0.011374 0.387466 81.283078 6.246574 491.701946 0.043156 127.388998 0.302445 234.912882 36.255034 4.071370 173.209976 9.210178
2 5.457083 -1.142201 1.588144 0.695352 75.816618 11.830106 558.276020 0.078126 72.970607 0.166270 251.137537 36.926179 5.219846 148.053273 9.608301
2 8.865053 1.011103 0.734843 0.711134 78.027700 10.391494 534.018129 0.081794 111.923397 0.226370 272.392612 8.399280 2.061927 198.387731 2.792361
2 4.393793 1.045831 0.295300 0.683967 86.690715 9.739362 555.578060 0.003055 99.699285 0.211215 233.188823 49.420205 7.463580 222.159560 11.734881
2 8.134156 0.457904 0.905313 0.205790 84.185023 3.663024 467.605615 0.055067 29.850308 0.222063 159.832988 18.494263 3.311762 110.221611 4.254155
2 7.052389 0.430617 1.660239 0.345464 72.395048 6.542139 514.923726 0.048457 89.407988 0.285238 217.697705 75.189016 2.587924 84.352882 6.417690
2 6.601508 1.322737 0.203563 0.756012 81.473887 11.126445 511.389870 0.079360 115.360504 0.251583 277.197801 12.867537 1.727540 189.519699 7.319452
