#REFERENCE 0 217.4783710 12.0432340
30.3 217.4784020 12.0439659 0.359590 0.040282 176.72999 2.8240 -0.40 
30.3 217.4791056 12.0437562 0.306038 0.051256 32.92715 2.8240 -0.49 
30.3 217.4785638 12.0427553 0.126742 0.048709 144.38696 2.8240 0.52 
30.3 217.4783911 12.0432050 0.022830 0.011201 25.67924 2.8240 3.98 
30.3 217.4773139 12.0433053 0.100001 0.100000 119.22170 2.8240 -0.00 
30.4 217.4790774 12.0437745 0.362477 0.076771 41.43201 2.8240 -1.11 
30.4 217.4784377 12.0439690 0.318715 0.080709 176.96672 2.8240 -1.03 
30.4 217.4773049 12.0433108 0.200379 0.080200 93.74054 2.8240 -0.52 
30.4 217.4783932 12.0432038 0.028610 0.014941 66.37264 2.8240 3.42 
30.4 217.4785716 12.0427641 0.100003 0.100000 168.42475 2.8240 -0.00 
2.1 217.4773858 12.0435872 0.303240 0.015353 110.99709 2.8240 0.83 
2.1 217.4783965 12.0431640 0.052286 0.003252 79.89982 2.8240 4.42 
2.1 217.4789019 12.0439898 0.335359 0.026406 38.25666 2.8240 0.13 
2.1 217.4784864 12.0428665 0.139784 0.011577 65.27093 2.8240 1.98 
2.1 217.4783795 12.0440712 0.100032 0.099999 170.48626 2.8240 -0.00 
2.2 217.4773871 12.0435830 0.328086 0.017150 120.56988 2.8240 0.62 
2.2 217.4783629 12.0440682 0.378877 0.030051 8.52215 2.8240 -0.14 
2.2 217.4783957 12.0431652 0.040062 0.004982 96.72168 2.8240 4.25 
2.2 217.4784860 12.0428627 0.118264 0.016570 44.50366 2.8240 1.77 
2.2 217.4789194 12.0439814 0.100000 0.099973 105.75483 2.8240 0.00 
3.1 217.4773446 12.0435101 0.283040 0.013836 108.03768 2.8240 1.02 
3.1 217.4783976 12.0431750 0.043718 0.003086 82.57857 2.8240 4.67 
3.1 217.4788994 12.0439598 0.325240 0.029271 39.98001 2.8240 0.05 
3.1 217.4785118 12.0428432 0.131098 0.012479 56.34137 2.8240 1.97 
3.1 217.4784672 12.0440470 0.100009 0.099997 27.49995 2.8240 -0.00 
3.2 217.4773392 12.0434979 0.278324 0.014456 116.31134 2.8240 0.99 
3.2 217.4784770 12.0440424 0.337025 0.030918 16.03055 2.8240 -0.04 
3.2 217.4783977 12.0431768 0.034125 0.004016 99.01695 2.8240 4.66 
3.2 217.4785160 12.0428393 0.116740 0.014799 35.21091 2.8240 1.91 
3.2 217.4789021 12.0439536 0.100003 0.099993 151.93598 2.8240 0.00 
4.1 217.4773774 12.0436004 0.308369 0.009345 113.28652 2.8240 1.35 
4.1 217.4784003 12.0431589 0.055208 0.002182 81.71436 2.8240 4.80 
4.1 217.4784890 12.0428825 0.141832 0.007103 61.01211 2.8240 2.49 
4.1 217.4788001 12.0440295 0.347621 0.026784 33.06316 2.8240 0.08 
4.1 217.4788001 12.0440295 0.347618 0.026785 33.06244 2.8240 0.08 
4.2 217.4773803 12.0436039 0.326570 0.010163 119.34676 2.8240 1.20 
4.2 217.4784000 12.0431585 0.047501 0.002914 91.01744 2.8240 4.65 
4.2 217.4784877 12.0428830 0.127051 0.009041 50.01466 2.8240 2.35 
4.2 217.4788082 12.0440284 0.100025 0.100001 16.88079 2.8240 -0.00 
4.2 217.4788082 12.0440284 0.100009 0.099996 52.59389 2.8240 -0.00 
5.1 217.4773725 12.0435965 0.307710 0.007653 113.58853 2.8240 1.57 
5.1 217.4784009 12.0431590 0.054492 0.001834 82.46240 2.8240 5.00 
5.1 217.4784912 12.0428831 0.140635 0.005943 59.41172 2.8240 2.69 
5.1 217.4787741 12.0440355 0.349200 0.027106 31.81909 2.8240 0.06 
5.1 217.4785166 12.0440773 0.100106 0.099998 178.15947 2.8240 -0.00 
5.2 217.4773733 12.0435971 0.319999 0.008096 118.39218 2.8240 1.47 
5.2 217.4784008 12.0431590 0.047940 0.002288 90.05967 2.8240 4.90 
5.2 217.4784909 12.0428830 0.128319 0.007149 50.27560 2.8240 2.59 
5.2 217.4785110 12.0440777 0.369784 0.028669 17.38420 2.8240 -0.06 
5.2 217.4787786 12.0440345 0.100001 0.099961 96.18826 2.8240 0.00 
