#REFERENCE 3 217.4783710 12.0432340
1	-0.512750	-0.527344	0.901473	0.554203	
1	-0.468750	-0.555089	0.852882	0.591530	
2	-0.527344	-0.517641	0.917045	0.541166	
2	-0.512750	-0.527344	0.901473	0.554203	
3	-0.585938	-0.473725	0.977744	0.484451	
3	-0.527344	-0.517641	0.917045	0.541166	
4	-0.592287	-0.468750	0.983962	0.478036	
4	-0.585938	-0.473725	0.977744	0.484451	
5	-0.234375	-0.650084	0.575044	0.732770	
5	-0.175781	-0.665026	0.501659	0.754135	
6	-0.175781	-0.665026	0.501659	0.754135	
6	-0.117188	-0.675482	0.428327	0.769860	
7	-0.117188	-0.675482	0.428327	0.769860	
7	-0.058594	-0.682147	0.355253	0.780165	
8	-0.058594	-0.682147	0.355253	0.780165	
8	0.000000	-0.685483	0.282804	0.785201	
9	-0.407465	-0.585938	0.784003	0.636917	
9	-0.351562	-0.612305	0.717354	0.673713	
10	-0.251750	-0.644531	0.596862	0.725280	
10	-0.234375	-0.650084	0.575044	0.732770	
11	-0.292969	-0.633268	0.646900	0.706030	
11	-0.251750	-0.644531	0.596862	0.725280	
12	-0.351562	-0.612305	0.717354	0.673713	
12	-0.292969	-0.633268	0.646900	0.706030	
13	-0.468750	-0.555089	0.852882	0.591530	
13	-0.410156	-0.584732	0.787071	0.635064	
14	-0.410156	-0.584732	0.787071	0.635064	
14	-0.407465	-0.585938	0.784003	0.636917	
15	-0.708496	-0.351562	1.091701	0.340896	
15	-0.703125	-0.357432	1.087429	0.347598	
16	-0.708496	-0.351562	1.091701	0.340896	
16	-0.751963	-0.292969	1.127091	0.278740	
17	-0.761719	-0.275305	1.135646	0.261419	
17	-0.751963	-0.292969	1.127091	0.278740	
18	-0.787814	-0.234375	1.153777	0.220305	
18	-0.761719	-0.275305	1.135646	0.261419	
19	-0.656826	-0.410156	1.045530	0.406771	
19	-0.644531	-0.421582	1.034554	0.420649	
20	-0.644531	-0.421582	1.034554	0.420649	
20	-0.592287	-0.468750	0.983962	0.478036	
21	-0.703125	-0.357432	1.087429	0.347598	
21	-0.656826	-0.410156	1.045530	0.406771	
22	-0.836931	-0.117188	1.187113	0.113599	
22	-0.820312	-0.157783	1.177966	0.149875	
23	-0.787814	-0.234375	1.153777	0.220305	
23	-0.814469	-0.175781	1.173237	0.165821	
24	-0.820312	-0.157783	1.177966	0.149875	
