#REFERENCE 3 217.4783710 12.0432340
2.2 0.494 0.542 0.059 0.009 112.31 2.824 3.20 -0.087 -0.248 -1.05 4.25
2.2 0.494 0.542 0.059 0.009 112.31 2.824 3.20 -0.405 -1.337 1.43 1.77
2.2 0.494 0.542 0.059 0.009 112.31 2.824 3.20 -1.931 2.691 3.20 0.00
3.1 0.518 0.490 0.064 0.006 91.76 2.824 3.46 3.614 0.994 2.44 1.02
3.1 0.518 0.490 0.064 0.006 91.76 2.824 3.46 -0.094 -0.212 -1.21 4.67
3.1 0.518 0.490 0.064 0.006 91.76 2.824 3.46 -1.860 2.613 3.41 0.05
3.1 0.518 0.490 0.064 0.006 91.76 2.824 3.46 -0.496 -1.407 1.49 1.97
3.1 0.518 0.490 0.064 0.006 91.76 2.824 3.46 -0.339 2.927 3.46 -0.00
3.2 0.521 0.480 0.058 0.007 112.63 2.824 3.41 3.633 0.950 2.43 0.99
3.2 0.521 0.480 0.058 0.007 112.63 2.824 3.41 -0.373 2.910 3.46 -0.04
3.2 0.521 0.480 0.058 0.007 112.63 2.824 3.41 -0.094 -0.206 -1.24 4.66
3.2 0.521 0.480 0.058 0.007 112.63 2.824 3.41 -0.511 -1.421 1.51 1.91
3.2 0.521 0.480 0.058 0.007 112.63 2.824 3.41 -1.870 2.591 3.41 0.00
4.1 0.518 0.566 0.064 0.004 92.23 2.824 3.90 3.498 1.319 2.55 1.35
4.1 0.518 0.566 0.064 0.004 92.23 2.824 3.90 -0.103 -0.271 -0.90 4.80
4.1 0.518 0.566 0.064 0.004 92.23 2.824 3.90 -0.416 -1.265 1.41 2.49
4.1 0.518 0.566 0.064 0.004 92.23 2.824 3.90 -1.511 2.864 3.82 0.08
4.1 0.518 0.566 0.064 0.004 92.23 2.824 3.90 -1.511 2.864 3.82 0.08
4.2 0.516 0.568 0.060 0.005 106.80 2.824 3.76 3.488 1.332 2.56 1.20
4.2 0.516 0.568 0.060 0.005 106.80 2.824 3.76 -0.102 -0.272 -0.89 4.65
4.2 0.516 0.568 0.060 0.005 106.80 2.824 3.76 -0.411 -1.264 1.41 2.35
4.2 0.516 0.568 0.060 0.005 106.80 2.824 3.76 -1.539 2.860 3.76 -0.00
4.2 0.516 0.568 0.060 0.005 106.80 2.824 3.76 -1.539 2.860 3.76 -0.00
5.1 0.523 0.565 0.064 0.004 93.72 2.824 4.11 3.515 1.305 2.54 1.57
5.1 0.523 0.565 0.064 0.004 93.72 2.824 4.11 -0.105 -0.270 -0.89 5.00
5.1 0.523 0.565 0.064 0.004 93.72 2.824 4.11 -0.423 -1.263 1.41 2.69
5.1 0.523 0.565 0.064 0.004 93.72 2.824 4.11 -1.419 2.885 4.05 0.06
5.1 0.523 0.565 0.064 0.004 93.72 2.824 4.11 -0.513 3.036 4.11 -0.00
5.2 0.522 0.565 0.061 0.004 105.49 2.824 4.00 3.513 1.307 2.54 1.47
5.2 0.522 0.565 0.061 0.004 105.49 2.824 4.00 -0.105 -0.270 -0.89 4.90
5.2 0.522 0.565 0.061 0.004 105.49 2.824 4.00 -0.422 -1.264 1.41 2.59
5.2 0.522 0.565 0.061 0.004 105.49 2.824 4.00 -0.493 3.037 4.07 -0.06
5.2 0.522 0.565 0.061 0.004 105.49 2.824 4.00 -1.435 2.882 4.00 0.00
