#REFERENCE 0 217.4783710 12.0432340
29 217.4827320 12.0228730 0.0000 0.0000 -16.00 0.00
29 217.482732 12.022873 0.0000 0.0000 -16.00 0.00
29 217.4827320 12.0228730 0.0000 0.0000 -16.00 0.00
29 217.4827320 12.0228730 0.3571 0.3362 -16.00 0.03
30 217.4782770 12.0229580 0.0000 0.0000 -5.90 0.00
30 217.478277 12.022958 0.0000 0.0000 -5.90 0.00
30 217.4782770 12.0229580 0.0000 0.0000 -5.90 0.00
30 217.4782770 12.0229580 0.3681 0.3126 -5.90 0.02
31 217.4990970 12.0423850 0.0000 0.0000 25.80 0.00
31 217.499097 12.042385 0.0000 0.0000 25.80 0.00
31 217.4990970 12.0423850 0.0000 0.0000 25.80 0.00
31 217.4990970 12.0423850 0.8324 0.2449 25.80 0.02
32 217.4900120 12.0427200 0.0000 0.0000 -6.20 0.00
32 217.490012 12.042720 0.0000 0.0000 -6.20 0.00
32 217.4900120 12.0427200 0.0000 0.0000 -6.20 0.00
32 217.4900120 12.0427200 0.3890 0.2905 -6.20 0.02
33 217.4663150 12.0321170 0.0000 0.0000 -7.40 0.00
33 217.466315 12.032117 0.0000 0.0000 -7.40 0.00
33 217.4663150 12.0321170 0.0000 0.0000 -7.40 0.00
33 217.4663150 12.0321170 0.3742 0.2837 -7.40 0.02
34 217.4812840 12.0493410 0.0000 0.0000 -88.90 0.00
34 217.481284 12.049341 0.0000 0.0000 -88.90 0.00
34 217.4812840 12.0493410 0.0000 0.0000 -88.90 0.00
34 217.4812840 12.0493410 0.3071 0.2822 -88.90 0.01
